iter	MultiRMSE
1678	73.5305192
1679	73.51122879
1680	73.49533756
1681	73.46138177
1682	73.43373427
1683	73.41281391
1684	73.36873455
1685	73.27802712
1686	73.25046369
1687	73.19932364
1688	73.17162618
1689	73.15132421
1690	73.12414792
1691	73.10414061
1692	73.0559995
1693	73.0238279
1694	73.00495277
1695	72.9576104
1696	72.89141323
1697	72.83126508
1698	72.76708982
1699	72.72484268
1700	72.68647439
1701	72.63341357
1702	72.59259841
1703	72.56730735
1704	72.53529401
1705	72.51172318
1706	72.39515789
1707	72.36473502
1708	72.31839906
1709	72.29476581
1710	72.20580714
1711	72.15670896
1712	72.11705729
1713	72.0506359
1714	72.01615877
1715	71.98797794
1716	71.93244511
1717	71.90710378
1718	71.87946694
1719	71.84671885
1720	71.83243752
1721	71.74616976
1722	71.69366853
1723	71.62752286
1724	71.5874541
1725	71.55008677
1726	71.51445907
1727	71.47575232
1728	71.44184843
1729	71.41223664
1730	71.37298567
1731	71.29569797
1732	71.23249445
1733	71.18774595
1734	71.16825357
1735	71.14757889
1736	71.09747676
1737	71.0708362
1738	71.00969223
1739	70.96420026
1740	70.8804068
1741	70.85893885
1742	70.81496637
1743	70.77045278
1744	70.73089213
1745	70.68748088
1746	70.60315223
1747	70.55015334
1748	70.51970225
1749	70.47963508
1750	70.44773264
1751	70.34537809
1752	70.32148745
1753	70.2543198
1754	70.22167708
1755	70.19102145
1756	70.1484409
1757	70.11970392
1758	70.07020921
1759	70.05243679
1760	70.02420282
1761	69.97804273
1762	69.95417161
1763	69.90238448
1764	69.84479243
1765	69.81112323
1766	69.79008673
1767	69.75686877
1768	69.67894034
1769	69.63099464
1770	69.60521411
1771	69.54812007
1772	69.52660873
1773	69.48756724
1774	69.45189885
1775	69.4075262
1776	69.3788376
1777	69.34362612
1778	69.30362594
1779	69.25510799
1780	69.23011605
1781	69.1957189
1782	69.16508483
1783	69.12373016
1784	69.056479
1785	69.02429947
1786	68.94277158
1787	68.88962375
1788	68.84780374
1789	68.80237102
1790	68.76921348
1791	68.71595469
1792	68.67799822
1793	68.64862899
1794	68.62034059
1795	68.59218858
1796	68.519412
1797	68.49651164
1798	68.46571087
1799	68.42665777
1800	68.40658811
1801	68.36693165
1802	68.3468389
1803	68.32387677
1804	68.29560572
1805	68.23446257
1806	68.20868575
1807	68.18200567
1808	68.15026154
1809	68.08403086
1810	68.03785846
1811	68.00255417
1812	67.96854146
1813	67.95328362
1814	67.93524428
1815	67.90368201
1816	67.8682875
1817	67.83965482
1818	67.75610758
1819	67.73601882
1820	67.70966632
1821	67.67828703
1822	67.64715639
1823	67.60626797
1824	67.56962901
1825	67.53064836
1826	67.48361614
1827	67.43056727
1828	67.40747742
1829	67.36293905
1830	67.33105189
1831	67.29039461
1832	67.22515768
1833	67.19311131
1834	67.15467591
1835	67.13818084
1836	67.11393892
1837	67.05505578
1838	67.01871865
1839	66.99670406
1840	66.97967136
1841	66.94855375
1842	66.90579283
1843	66.85144741
1844	66.80180706
1845	66.78298238
1846	66.76543743
1847	66.73534388
1848	66.68798548
1849	66.65174836
1850	66.62112417
1851	66.59529515
1852	66.57527496
1853	66.54260003
1854	66.47661127
1855	66.41921119
1856	66.39298937
1857	66.36754869
1858	66.34410953
1859	66.32313269
1860	66.28747404
1861	66.2254
1862	66.18968307
1863	66.12993298
1864	66.11579898
1865	66.0920252
1866	66.0663149
1867	66.02257195
1868	65.99952682
1869	65.94828983
1870	65.88825901
1871	65.85479678
1872	65.82121149
1873	65.80753531
1874	65.76115331
1875	65.74012547
1876	65.70994281
1877	65.67644529
1878	65.64822403
1879	65.62542908
1880	65.60493762
1881	65.5678129
1882	65.54091285
1883	65.51153656
1884	65.48527152
1885	65.45831043
1886	65.42637641
1887	65.41674071
1888	65.37566748
1889	65.32692406
1890	65.27586376
1891	65.22893627
1892	65.17748173
1893	65.15934804
1894	65.08044998
1895	65.05755328
1896	65.0102195
1897	64.97427612
1898	64.94113286
1899	64.91017802
1900	64.88125932
1901	64.80990018
1902	64.79524987
1903	64.75617701
1904	64.71914536
1905	64.69903444
1906	64.67488097
1907	64.61084409
1908	64.54842087
1909	64.52896374
1910	64.47988348
1911	64.44214831
1912	64.41327774
1913	64.35985039
1914	64.30792708
1915	64.26805661
1916	64.23092528
1917	64.1504748
1918	64.11590043
1919	64.08664358
1920	64.04088939
1921	63.98489459
1922	63.9341446
1923	63.91372636
1924	63.89280188
1925	63.86962329
1926	63.84715418
1927	63.81319245
1928	63.77039571
1929	63.75328731
1930	63.69896544
1931	63.67740503
1932	63.65314951
1933	63.63965466
1934	63.60783214
1935	63.54552898
1936	63.51005594
1937	63.48210673
1938	63.44573789
1939	63.39720932
1940	63.36989141
1941	63.32735468
1942	63.30194351
1943	63.24097544
1944	63.23140064
1945	63.19497487
1946	63.13943937
1947	63.11306359
1948	63.08675873
1949	63.05073657
1950	63.02686062
1951	62.99280779
1952	62.9781722
1953	62.94318431
1954	62.92412255
1955	62.90860777
1956	62.84058135
1957	62.82006208
1958	62.79159271
1959	62.7168751
1960	62.69589772
1961	62.66180673
1962	62.6282526
1963	62.61039474
1964	62.59204868
1965	62.55315505
1966	62.53824509
1967	62.51151202
1968	62.47281438
1969	62.44661281
1970	62.42517378
1971	62.35696488
1972	62.32566352
1973	62.28340809
1974	62.25054278
1975	62.21879723
1976	62.18858398
1977	62.14661203
1978	62.13140173
1979	62.11171438
1980	62.07367853
1981	62.0441503
1982	62.01855951
1983	61.98874663
1984	61.9532994
1985	61.92998894
1986	61.90398169
1987	61.87864126
1988	61.84739037
1989	61.82414751
1990	61.79304193
1991	61.76640166
1992	61.70973761
1993	61.68674637
1994	61.64901644
1995	61.61218628
1996	61.5851749
1997	61.54110432
1998	61.50047754
1999	61.47191092
